epoch,accuracy,loss,val_accuracy,val_loss
0,0.5018749833106995,0.1250666379928589,0.5001000165939331,0.12503205239772797
0,0.4979499876499176,0.12500445544719696,0.4961000084877014,0.12500037252902985
1,0.5023499727249146,0.12500029802322388,0.4961000084877014,0.12501202523708344
2,0.5009750127792358,0.12500280141830444,0.4961000084877014,0.12500305473804474
3,0.4964500069618225,0.12500211596488953,0.4961000084877014,0.12500739097595215
4,0.5009750127792358,0.12500205636024475,0.4961000084877014,0.1250007599592209
5,0.4997499883174896,0.1250021904706955,0.4961000084877014,0.12500455975532532
0,0.12673883140087128,0.5002681612968445,0.12503555417060852,0.5000420212745667
1,0.12503136694431305,0.4999881386756897,0.12501981854438782,0.5000271201133728
2,0.12503141164779663,0.5000339150428772,0.1250171661376953,0.5000245571136475
3,0.1250414252281189,0.5000225305557251,0.1250562071800232,0.5000576376914978
4,0.12503992021083832,0.5000519156455994,0.12501615285873413,0.5000233054161072
5,0.12505289912223816,0.5000611543655396,0.12504751980304718,0.5000514388084412
6,0.1250380426645279,0.5000184178352356,0.12499822676181793,0.49999624490737915
7,0.12502102553844452,0.49997279047966003,0.12501414120197296,0.5000210404396057
8,0.12504559755325317,0.5000179409980774,0.1249946802854538,0.49995294213294983
9,0.12502294778823853,0.5000067949295044,0.12510500848293304,0.5000866055488586
10,0.12504872679710388,0.5000519752502441,0.12500165402889252,0.49993598461151123
11,0.12503844499588013,0.5000185966491699,0.12500150501728058,0.500002920627594
12,0.12503960728645325,0.499942421913147,0.12502717971801758,0.500034511089325
13,0.12503069639205933,0.49991366267204285,0.1250157654285431,0.500022828578949
0,0.12504920363426208,0.5000174641609192,0.12500521540641785,0.4999300241470337
1,0.12504884600639343,0.5000177025794983,0.1250050663948059,0.4999302327632904
2,0.12504838407039642,0.5000174641609192,0.1250048726797104,0.49993064999580383
3,0.12504810094833374,0.5000171661376953,0.12500464916229248,0.4999309480190277
4,0.12504760921001434,0.5000174045562744,0.12500450015068054,0.49993133544921875
5,0.12504705786705017,0.5000171661376953,0.12500429153442383,0.49993154406547546
6,0.12504690885543823,0.5000171065330505,0.12500408291816711,0.4999319314956665
7,0.12504655122756958,0.5000171661376953,0.1250038892030716,0.4999321699142456
8,0.12504619359970093,0.5000169277191162,0.12500371038913727,0.4999324679374695
9,0.12504571676254272,0.5000167489051819,0.12500351667404175,0.49993282556533813
10,0.12504541873931885,0.5000170469284058,0.12500333786010742,0.4999330937862396
11,0.12504509091377258,0.5000166296958923,0.1250031441450119,0.4999333620071411
12,0.12504467368125916,0.5000166296958923,0.12500299513339996,0.4999336302280426
13,0.12504424154758453,0.5000166296958923,0.12500283122062683,0.4999338388442993
14,0.125044047832489,0.5000166296958923,0.1250026673078537,0.49993422627449036
15,0.12504351139068604,0.5000162124633789,0.12500247359275818,0.49993446469306946
16,0.12504325807094574,0.5000165104866028,0.12500229477882385,0.4999348223209381
17,0.1250428408384323,0.500016450881958,0.12500214576721191,0.4999351501464844
18,0.12504254281520844,0.5000162720680237,0.12500199675559998,0.4999353587627411
19,0.12504218518733978,0.5000160932540894,0.12500178813934326,0.49993568658828735
0,0.499224990606308,0.1250138282775879,0.5038999915122986,0.12499529123306274
1,0.499099999666214,0.12500566244125366,0.5038999915122986,0.12499412894248962
2,0.5012000203132629,0.12500488758087158,0.4961000084877014,0.12500183284282684
3,0.4993250072002411,0.12500549852848053,0.4961000084877014,0.12501467764377594
4,0.4964500069618225,0.12500759959220886,0.4961000084877014,0.1250039041042328
5,0.5032250285148621,0.125058114528656,0.4961000084877014,0.12501922249794006
6,0.4965749979019165,0.1250087320804596,0.5038999915122986,0.12499957531690598
0,0.5003250241279602,0.1250281184911728,0.4961000084877014,0.1250229924917221
0,0.49437499046325684,0.6934744715690613,0.4961000084877014,0.6931940913200378
0,0.4978249967098236,0.12508614361286163,0.4961000084877014,0.1250266581773758
1,0.49912500381469727,0.125047504901886,0.5038999915122986,0.1249990239739418
2,0.5027750134468079,0.1250208020210266,0.4961000084877014,0.1250421553850174
3,0.5025749802589417,0.1250111609697342,0.5038999915122986,0.1250055432319641
4,0.49562498927116394,0.12501846253871918,0.4961000084877014,0.1250019669532776
